,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,Bank deposit(target)
2367,59,blue-collar,married,primary,no,595.0,no,no,telephone,31,jul,3,7,-1,0,unknown,no
2368,59,admin.,married,primary,no,6187.0,no,no,cellular,31,jul,1,4,-1,0,unknown,no
2369,59,retired,married,primary,no,488.0,no,no,cellular,31,jul,3,2,-1,0,unknown,no
2370,59,retired,divorced,secondary,no,2651.0,no,no,telephone,31,jul,4,2,-1,0,unknown,no
2371,59,housemaid,divorced,primary,no,259.0,no,no,cellular,31,jul,2,4,-1,0,unknown,no
2372,59,retired,married,primary,no,-266.0,yes,yes,cellular,31,jul,4,11,-1,0,unknown,no
2373,59,admin.,married,primary,no,1040.0,no,no,telephone,31,jul,12,1,-1,0,unknown,no
2374,59,technician,married,unknown,no,1471.0,no,no,telephone,31,jul,0,3,-1,0,unknown,no
2375,59,retired,married,tertiary,no,2194.0,yes,no,telephone,31,jul,0,9,-1,0,unknown,no
2376,59,admin.,married,secondary,no,4196.0,no,no,telephone,31,jul,0,2,-1,0,unknown,no
2377,59,blue-collar,married,primary,no,3713.0,yes,yes,cellular,4,aug,2,2,-1,0,unknown,no
2378,59,admin.,married,secondary,no,2552.0,no,yes,cellular,5,aug,2,3,-1,0,unknown,no
2379,59,retired,married,secondary,no,12438.0,no,no,cellular,5,aug,1,1,-1,0,unknown,no
2380,59,retired,married,primary,no,1634.0,yes,yes,cellular,5,aug,13,1,-1,0,unknown,yes
2381,59,blue-collar,married,primary,no,460.0,no,no,cellular,5,aug,3,1,-1,0,unknown,no
2382,59,housemaid,married,primary,no,100.0,no,no,cellular,5,aug,18,1,-1,0,unknown,yes
2383,59,management,single,tertiary,no,7668.0,no,no,cellular,5,aug,2,1,-1,0,unknown,no
2384,59,technician,divorced,secondary,no,0.0,no,no,cellular,5,aug,0,1,-1,0,unknown,no
2385,59,blue-collar,divorced,primary,no,153.0,no,no,cellular,5,aug,4,2,-1,0,unknown,no
2386,59,retired,married,primary,no,3400.0,yes,no,cellular,5,aug,8,3,-1,0,unknown,yes
2387,59,unknown,married,unknown,no,1541.0,no,no,cellular,5,aug,13,1,-1,0,unknown,no
2388,59,retired,married,primary,yes,-1.0,no,no,cellular,5,aug,3,2,-1,0,unknown,no
2389,59,housemaid,married,secondary,no,1040.0,no,no,cellular,5,aug,2,2,-1,0,unknown,no
2390,59,retired,married,secondary,no,1035.0,yes,yes,cellular,5,aug,3,1,-1,0,unknown,no
2391,59,retired,married,secondary,no,0.0,no,no,cellular,6,aug,2,2,-1,0,unknown,no
2392,59,housemaid,married,primary,no,96.0,no,no,cellular,6,aug,1,2,-1,0,unknown,no
2393,59,retired,married,primary,no,1390.0,no,yes,cellular,6,aug,2,2,-1,0,unknown,no
2394,59,retired,married,secondary,no,136.0,no,no,cellular,6,aug,5,4,-1,0,unknown,no
2395,59,blue-collar,married,primary,no,638.0,no,no,cellular,6,aug,2,2,-1,0,unknown,no
2396,59,retired,married,secondary,no,263.0,no,no,cellular,6,aug,10,2,-1,0,unknown,no
2397,59,admin.,married,unknown,no,64343.0,no,no,cellular,6,aug,0,4,-1,0,unknown,no
2398,59,admin.,married,secondary,no,1675.0,no,yes,cellular,7,aug,1,2,-1,0,unknown,no
2399,59,admin.,married,secondary,yes,-131.0,no,no,cellular,7,aug,2,2,-1,0,unknown,no
2400,59,retired,married,secondary,no,-471.0,no,no,cellular,7,aug,1,6,-1,0,unknown,no
2401,59,management,divorced,tertiary,no,1002.0,no,no,cellular,7,aug,3,2,-1,0,unknown,no
2402,59,services,married,primary,no,927.0,no,no,cellular,7,aug,32,2,-1,0,unknown,no
2403,59,retired,married,primary,no,6.0,no,no,cellular,7,aug,7,3,-1,0,unknown,no
2404,59,blue-collar,married,secondary,no,12928.0,no,no,cellular,8,aug,1,2,-1,0,unknown,no
2405,59,housemaid,married,primary,no,116.0,no,no,cellular,8,aug,2,4,-1,0,unknown,no
2406,59,technician,divorced,tertiary,no,0.0,no,no,cellular,8,aug,2,4,-1,0,unknown,no
2407,59,retired,divorced,secondary,no,93.0,no,yes,cellular,8,aug,1,2,-1,0,unknown,no
2408,59,retired,married,secondary,no,2768.0,no,yes,cellular,8,aug,1,5,-1,0,unknown,no
2409,59,retired,married,tertiary,no,3843.0,no,no,cellular,11,aug,1,4,-1,0,unknown,no
2410,59,retired,married,secondary,no,997.0,no,yes,cellular,11,aug,4,4,-1,0,unknown,no
2411,59,management,married,tertiary,no,518.0,no,no,cellular,11,aug,3,2,-1,0,unknown,no
2412,59,blue-collar,married,primary,no,754.0,no,no,cellular,11,aug,3,4,-1,0,unknown,no
2413,59,retired,married,secondary,no,1980.0,no,no,cellular,11,aug,3,2,-1,0,unknown,no
2414,59,services,married,secondary,no,108.0,no,no,cellular,11,aug,2,4,-1,0,unknown,no
2415,59,blue-collar,married,primary,no,914.0,no,no,cellular,11,aug,2,8,-1,0,unknown,no
2416,59,retired,married,primary,yes,-13.0,no,no,cellular,11,aug,1,1,-1,0,unknown,no
2417,59,technician,married,secondary,no,478.0,no,no,cellular,11,aug,1,5,-1,0,unknown,no
2418,59,retired,married,tertiary,no,1296.0,no,no,cellular,11,aug,14,11,-1,0,unknown,no
2419,59,retired,married,secondary,no,5219.0,no,no,cellular,11,aug,3,3,-1,0,unknown,no
2420,59,admin.,divorced,secondary,no,636.0,no,no,cellular,12,aug,1,4,-1,0,unknown,no
2421,59,management,married,tertiary,no,37.0,no,no,cellular,12,aug,1,9,-1,0,unknown,no
2422,59,retired,married,primary,no,94.0,no,no,cellular,12,aug,4,2,-1,0,unknown,no
2423,59,blue-collar,married,primary,no,2192.0,no,no,cellular,12,aug,6,2,-1,0,unknown,no
2424,59,retired,married,primary,no,0.0,no,no,cellular,12,aug,1,2,-1,0,unknown,no
2425,59,self-employed,married,unknown,no,59.0,no,no,cellular,12,aug,2,2,-1,0,unknown,no
2426,59,retired,married,unknown,no,7586.0,no,no,cellular,12,aug,10,6,-1,0,unknown,no
2427,59,retired,married,secondary,no,566.0,no,no,cellular,12,aug,7,4,-1,0,unknown,no
2428,59,retired,married,secondary,no,278.0,no,no,cellular,12,aug,2,3,-1,0,unknown,no
2429,59,admin.,married,tertiary,no,349.0,no,no,cellular,12,aug,2,4,-1,0,unknown,no
2431,59,management,married,tertiary,yes,782.0,no,yes,cellular,13,aug,2,2,-1,0,unknown,no
2432,59,retired,married,primary,no,249.0,no,no,cellular,13,aug,7,5,-1,0,unknown,no
2433,59,blue-collar,married,secondary,no,10054.0,no,no,telephone,13,aug,1,6,-1,0,unknown,no
2434,59,retired,married,secondary,no,25947.0,no,no,cellular,13,aug,4,2,-1,0,unknown,no
2435,59,retired,married,primary,no,1393.0,yes,yes,cellular,13,aug,5,1,-1,0,unknown,no
2436,59,retired,married,primary,no,474.0,no,no,cellular,13,aug,2,3,-1,0,unknown,no
2437,59,technician,married,secondary,no,3562.0,no,no,cellular,13,aug,2,1,-1,0,unknown,no
2438,59,management,single,tertiary,no,684.0,no,no,cellular,13,aug,0,13,-1,0,unknown,no
2439,59,blue-collar,married,primary,no,3062.0,yes,no,cellular,14,aug,1,2,-1,0,unknown,no
2440,59,technician,married,secondary,no,316.0,no,no,cellular,14,aug,3,4,-1,0,unknown,no
2441,59,management,married,tertiary,no,1857.0,no,no,cellular,14,aug,2,4,-1,0,unknown,no
2442,59,management,married,secondary,no,1021.0,no,no,cellular,14,aug,1,2,-1,0,unknown,no
2444,59,retired,divorced,tertiary,no,-134.0,no,no,cellular,14,aug,3,4,-1,0,unknown,no
2445,59,retired,married,secondary,no,385.0,no,yes,telephone,14,aug,6,2,-1,0,unknown,no
2446,59,retired,married,primary,no,574.0,no,no,cellular,18,aug,3,6,-1,0,unknown,no
2447,59,self-employed,married,secondary,no,0.0,no,no,cellular,18,aug,3,4,-1,0,unknown,no
2448,59,housemaid,married,primary,no,1100.0,no,no,cellular,18,aug,2,10,-1,0,unknown,no
2449,59,management,married,tertiary,no,3779.0,no,no,cellular,18,aug,1,3,-1,0,unknown,no
2450,59,management,married,tertiary,no,0.0,no,no,cellular,19,aug,1,2,-1,0,unknown,no
2451,59,retired,married,unknown,no,613.0,no,no,cellular,19,aug,1,2,-1,0,unknown,no
2452,59,retired,married,primary,no,0.0,no,no,cellular,19,aug,4,2,-1,0,unknown,no
2453,59,retired,married,secondary,no,19.0,no,yes,cellular,19,aug,4,3,-1,0,unknown,no
2454,59,retired,married,primary,no,2568.0,no,no,cellular,20,aug,1,5,-1,0,unknown,no
2455,59,entrepreneur,married,tertiary,no,-23.0,no,yes,cellular,20,aug,3,7,-1,0,unknown,no
2456,59,retired,married,primary,no,56.0,no,no,cellular,21,aug,7,5,-1,0,unknown,no
2457,59,blue-collar,married,primary,no,0.0,yes,yes,cellular,21,aug,2,5,-1,0,unknown,no
2458,59,housemaid,married,secondary,no,454.0,no,no,cellular,21,aug,2,1,-1,0,unknown,no
2459,59,retired,married,unknown,no,575.0,no,no,cellular,22,aug,2,3,-1,0,unknown,no
2460,59,management,divorced,secondary,no,0.0,no,no,cellular,22,aug,2,2,-1,0,unknown,no
2461,59,housemaid,married,primary,no,57.0,no,no,cellular,22,aug,3,11,-1,0,unknown,no
2462,59,admin.,married,secondary,no,1575.0,yes,no,cellular,22,aug,20,11,-1,0,unknown,yes
2463,59,retired,married,primary,no,0.0,no,no,cellular,22,aug,5,1,-1,0,unknown,no
2464,59,retired,married,primary,no,0.0,no,no,cellular,22,aug,7,1,-1,0,unknown,no
2465,59,admin.,married,secondary,no,6264.0,no,no,cellular,22,aug,5,16,-1,0,unknown,no
2466,59,blue-collar,married,primary,no,63.0,no,no,cellular,22,aug,2,6,-1,0,unknown,no
2467,59,blue-collar,married,primary,no,6271.0,yes,no,cellular,25,aug,1,5,-1,0,unknown,no
2468,59,technician,married,secondary,no,283.0,no,no,cellular,25,aug,4,4,-1,0,unknown,no
2469,59,blue-collar,married,primary,no,-546.0,no,no,cellular,25,aug,19,6,-1,0,unknown,yes
2470,59,retired,married,unknown,no,0.0,no,no,cellular,25,aug,3,4,-1,0,unknown,no
2471,59,retired,married,primary,no,255.0,no,yes,cellular,25,aug,1,6,-1,0,unknown,no
2472,59,management,divorced,tertiary,no,6144.0,yes,no,cellular,25,aug,0,5,-1,0,unknown,no
2473,59,blue-collar,married,primary,no,0.0,no,no,cellular,25,aug,2,5,-1,0,unknown,no
2474,59,management,divorced,tertiary,no,3096.0,no,no,cellular,26,aug,0,17,-1,0,unknown,no
2475,59,retired,married,tertiary,no,0.0,no,no,cellular,26,aug,1,2,-1,0,unknown,no
2476,59,technician,divorced,secondary,no,2.0,no,no,cellular,26,aug,2,2,-1,0,unknown,no
2477,59,self-employed,married,primary,no,745.0,no,no,cellular,26,aug,2,9,-1,0,unknown,no
2479,59,retired,married,secondary,no,2396.0,no,no,cellular,27,aug,17,6,-1,0,unknown,yes
2482,59,blue-collar,married,primary,no,699.0,no,no,cellular,27,aug,1,6,-1,0,unknown,no
2483,59,technician,divorced,secondary,no,330.0,no,no,cellular,27,aug,0,5,-1,0,unknown,no
2484,59,retired,married,primary,no,213.0,no,no,cellular,27,aug,3,3,-1,0,unknown,no
2486,59,management,divorced,tertiary,no,866.0,no,no,cellular,28,aug,0,3,-1,0,unknown,no
2487,59,management,divorced,tertiary,no,51.0,no,no,cellular,28,aug,2,2,-1,0,unknown,no
2488,59,retired,married,secondary,no,1887.0,no,no,cellular,28,aug,1,8,-1,0,unknown,no
2489,59,retired,married,secondary,no,0.0,no,no,cellular,28,aug,0,15,-1,0,unknown,no
2490,59,retired,married,secondary,no,0.0,no,no,cellular,28,aug,5,7,-1,0,unknown,no
2491,59,retired,married,secondary,no,82.0,no,no,cellular,28,aug,5,6,-1,0,unknown,no
2492,59,retired,married,primary,no,1425.0,yes,no,cellular,28,aug,4,3,-1,0,unknown,no
2493,59,retired,married,primary,no,4450.0,no,no,cellular,28,aug,1,3,-1,0,unknown,no
2494,59,technician,divorced,secondary,no,0.0,no,no,cellular,29,aug,2,2,-1,0,unknown,no
2495,59,retired,married,secondary,no,374.0,no,no,cellular,29,aug,4,2,-1,0,unknown,no
2496,59,self-employed,married,tertiary,no,1059.0,no,no,cellular,29,aug,1,2,-1,0,unknown,no
2497,59,technician,divorced,secondary,no,2595.0,yes,no,cellular,29,aug,6,2,-1,0,unknown,no
2498,59,technician,married,secondary,no,0.0,no,no,cellular,29,aug,1,2,-1,0,unknown,no
2499,59,housemaid,married,primary,no,418.0,no,no,cellular,29,aug,5,4,-1,0,unknown,no
2500,59,blue-collar,married,primary,no,1227.0,no,no,cellular,29,aug,1,5,-1,0,unknown,no
2501,59,management,divorced,tertiary,no,258.0,yes,no,telephone,29,oct,4,1,-1,0,unknown,yes
2503,59,technician,married,tertiary,no,6573.0,yes,no,telephone,10,nov,81,1,-1,0,unknown,no
2504,59,housemaid,married,tertiary,no,0.0,no,no,telephone,13,nov,8,1,-1,0,unknown,yes
2505,59,admin.,married,secondary,no,231.0,no,yes,cellular,17,nov,0,1,-1,0,unknown,no
2506,59,technician,single,secondary,no,6284.0,yes,no,cellular,17,nov,0,1,-1,0,unknown,no
2507,59,admin.,married,unknown,no,283.0,no,yes,unknown,17,nov,5,1,-1,0,unknown,no
2508,59,management,married,tertiary,no,0.0,no,no,cellular,17,nov,1,2,110,2,failure,no
2509,59,retired,married,tertiary,no,135.0,yes,no,unknown,17,nov,1,1,-1,0,unknown,no
2510,59,retired,divorced,secondary,no,514.0,yes,no,cellular,17,nov,9,1,188,1,other,no
2511,59,management,married,primary,no,252.0,yes,yes,cellular,17,nov,2,1,175,2,failure,no
2512,59,management,married,tertiary,no,1783.0,no,yes,cellular,17,nov,9,2,-1,0,unknown,yes
2513,59,self-employed,married,tertiary,no,34247.0,yes,no,cellular,17,nov,1,2,-1,0,unknown,no
2514,59,management,divorced,tertiary,no,3552.0,yes,no,cellular,17,nov,11,1,123,7,other,no
2515,59,management,married,tertiary,no,3640.0,no,no,cellular,17,nov,3,2,-1,0,unknown,no
2516,59,admin.,married,secondary,no,2145.0,no,no,telephone,17,nov,4,2,-1,0,unknown,no
2517,59,self-employed,married,secondary,no,201.0,no,no,cellular,18,nov,1,2,-1,0,unknown,no
2518,59,blue-collar,married,primary,no,162.0,no,no,telephone,18,nov,2,1,-1,0,unknown,no
2519,59,management,married,tertiary,no,63.0,no,no,telephone,18,nov,1,1,-1,0,unknown,no
2520,59,retired,married,secondary,no,306.0,no,yes,cellular,18,nov,2,1,-1,0,unknown,no
2521,59,entrepreneur,married,secondary,no,2429.0,no,yes,cellular,18,nov,1,2,182,7,failure,no
2522,59,blue-collar,married,primary,no,14.0,yes,yes,cellular,18,nov,5,2,182,1,failure,no
2523,59,entrepreneur,married,primary,no,222.0,no,no,cellular,18,nov,1,1,-1,0,unknown,no
2524,59,retired,married,tertiary,no,538.0,no,no,cellular,18,nov,0,2,-1,0,unknown,no
2526,59,technician,divorced,secondary,no,797.0,yes,no,cellular,18,nov,5,2,165,2,failure,no
2527,59,housemaid,single,secondary,no,26172.0,no,no,cellular,18,nov,0,2,-1,0,unknown,no
2528,59,entrepreneur,married,tertiary,no,1553.0,no,yes,cellular,18,nov,1,2,-1,0,unknown,no
2529,59,retired,married,tertiary,no,4589.0,no,no,cellular,18,nov,1,2,-1,0,unknown,no
2530,59,management,married,tertiary,no,3969.0,no,no,cellular,18,nov,7,3,-1,0,unknown,no
2531,59,entrepreneur,married,primary,no,124.0,yes,no,cellular,18,nov,8,3,134,7,failure,no
2532,59,management,married,secondary,no,7623.0,yes,no,cellular,18,nov,1,2,-1,0,unknown,no
2533,59,blue-collar,married,secondary,no,16869.0,no,no,cellular,19,nov,1,1,-1,0,unknown,no
2534,59,management,married,unknown,no,3428.0,yes,yes,cellular,19,nov,1,1,-1,0,unknown,no
2535,59,housemaid,married,primary,no,935.0,yes,no,cellular,19,nov,1,3,166,2,failure,no
2536,59,retired,married,secondary,no,32948.0,no,no,cellular,19,nov,4,1,174,2,failure,no
2537,59,retired,married,secondary,no,2291.0,no,yes,cellular,19,nov,3,1,128,3,failure,no
2538,59,retired,married,primary,no,741.0,no,no,cellular,19,nov,3,2,152,2,failure,no
2540,59,management,married,primary,no,2769.0,yes,no,cellular,19,nov,1,1,131,2,failure,no
2541,59,management,married,tertiary,no,10114.0,no,no,cellular,19,nov,9,3,-1,0,unknown,no
2542,59,retired,divorced,secondary,no,21.0,yes,no,telephone,19,nov,2,2,-1,0,unknown,no
2544,59,retired,married,secondary,no,17769.0,no,no,cellular,19,nov,5,3,-1,0,unknown,no
2545,59,retired,married,secondary,no,667.0,no,no,cellular,20,nov,8,1,-1,0,unknown,no
2546,59,management,divorced,secondary,no,1175.0,yes,no,cellular,20,nov,3,1,-1,0,unknown,no
2547,59,management,married,tertiary,no,98417.0,no,no,telephone,20,nov,2,5,-1,0,unknown,no
2548,59,retired,married,secondary,no,11.0,no,no,cellular,20,nov,5,2,-1,0,unknown,no
2549,59,admin.,married,secondary,no,1473.0,no,no,telephone,20,nov,1,1,-1,0,unknown,no
2550,59,blue-collar,divorced,secondary,no,4190.0,yes,no,cellular,20,nov,3,1,-1,0,unknown,no
2551,59,unemployed,married,primary,no,13836.0,no,no,telephone,20,nov,12,1,-1,0,unknown,no
2552,59,technician,divorced,secondary,no,2396.0,no,no,cellular,20,nov,8,1,-1,0,unknown,yes
2553,59,retired,married,secondary,no,6888.0,no,no,telephone,20,nov,17,2,-1,0,unknown,yes
2554,59,management,married,secondary,no,1083.0,no,no,cellular,20,nov,2,2,-1,0,unknown,no
2555,59,retired,married,secondary,no,0.0,no,no,cellular,20,nov,6,2,100,6,other,no
2556,59,retired,married,secondary,no,644.0,no,no,telephone,20,nov,9,2,-1,0,unknown,no
2557,59,management,divorced,tertiary,no,17056.0,yes,no,cellular,20,nov,7,2,-1,0,unknown,no
2558,59,technician,married,secondary,no,4263.0,no,yes,cellular,20,nov,7,2,-1,0,unknown,no
2559,59,retired,married,secondary,no,2467.0,no,no,cellular,20,nov,16,2,-1,0,unknown,no
2560,59,blue-collar,single,secondary,no,12270.0,no,no,cellular,20,nov,3,2,-1,0,unknown,no
2561,59,technician,married,secondary,no,2034.0,no,no,cellular,20,nov,3,2,-1,0,unknown,no
2562,59,management,married,tertiary,no,5314.0,no,no,cellular,20,nov,1,2,-1,0,unknown,no
2563,59,retired,married,secondary,no,1896.0,no,no,telephone,20,nov,2,9,-1,0,unknown,no
2564,59,management,married,tertiary,no,7049.0,no,no,cellular,21,nov,8,1,163,2,failure,yes
2565,59,retired,married,secondary,no,2011.0,no,no,cellular,21,nov,3,2,-1,0,unknown,no
2566,59,retired,married,tertiary,no,41242.0,no,no,cellular,21,nov,2,1,-1,0,unknown,no
2568,59,management,married,tertiary,no,833.0,yes,yes,cellular,21,nov,5,1,-1,0,unknown,no
2569,59,management,married,tertiary,no,261.0,yes,yes,cellular,21,nov,2,1,-1,0,unknown,no
2571,59,unemployed,single,primary,no,7724.0,no,no,cellular,21,nov,6,3,-1,0,unknown,yes
2572,59,blue-collar,married,secondary,no,10054.0,no,no,cellular,21,nov,2,3,100,6,failure,no
2574,59,management,married,tertiary,no,20798.0,yes,no,cellular,21,nov,0,7,-1,0,unknown,no
2575,59,management,married,tertiary,no,2143.0,yes,no,cellular,28,jan,0,1,268,1,failure,no
2576,59,services,divorced,secondary,no,1.0,yes,no,cellular,28,jan,10,1,253,5,other,yes
2577,59,blue-collar,married,primary,no,8.0,no,no,telephone,28,jan,0,1,-1,0,unknown,no
2578,59,unemployed,married,secondary,no,309.0,no,no,cellular,28,jan,5,1,-1,0,unknown,no
2579,59,retired,divorced,secondary,no,914.0,no,no,cellular,28,jan,3,1,-1,0,unknown,no
2580,59,retired,married,primary,no,13.0,no,no,cellular,28,jan,6,2,-1,0,unknown,no
2581,59,retired,married,secondary,no,1066.0,yes,no,cellular,28,jan,4,2,-1,0,unknown,no
2582,59,retired,married,secondary,no,524.0,no,no,cellular,28,jan,2,2,-1,0,unknown,no
2583,59,admin.,married,secondary,no,1455.0,yes,no,cellular,28,jan,3,2,191,1,failure,no
2585,59,retired,divorced,secondary,no,208.0,no,yes,cellular,28,jan,8,2,-1,0,unknown,no
2586,59,retired,married,secondary,no,4457.0,no,no,cellular,28,jan,2,2,-1,0,unknown,no
2587,59,retired,married,primary,no,-411.0,no,no,cellular,29,jan,3,1,-1,0,unknown,no
2588,59,management,married,tertiary,no,1857.0,no,no,cellular,29,jan,6,1,168,4,failure,no
2589,59,technician,divorced,secondary,no,-296.0,no,yes,cellular,29,jan,0,1,-1,0,unknown,no
2590,59,blue-collar,married,secondary,no,176.0,no,no,cellular,29,jan,1,1,-1,0,unknown,no
2591,59,management,married,secondary,no,1245.0,no,no,cellular,29,jan,4,1,-1,0,unknown,no
2592,59,management,married,tertiary,no,2365.0,no,yes,cellular,29,jan,0,1,188,4,failure,no
2593,59,unknown,married,tertiary,no,499.0,no,no,cellular,29,jan,16,1,-1,0,unknown,no
2595,59,unemployed,single,unknown,no,541.0,no,no,cellular,29,jan,10,1,-1,0,unknown,no
2596,59,admin.,married,primary,no,879.0,yes,no,cellular,30,jan,2,5,259,7,failure,no
2598,59,blue-collar,married,secondary,no,2605.0,no,no,cellular,30,jan,1,2,-1,0,unknown,no
2599,59,retired,divorced,tertiary,no,979.0,yes,no,cellular,2,feb,4,1,-1,0,unknown,no
2600,59,retired,married,primary,no,866.0,no,yes,cellular,2,feb,1,1,208,1,other,no
2601,59,retired,single,secondary,no,2.0,no,no,telephone,2,feb,15,1,-1,0,unknown,yes
2602,59,blue-collar,married,primary,no,0.0,no,no,cellular,2,feb,2,1,-1,0,unknown,no
2603,59,blue-collar,married,secondary,no,410.0,yes,no,cellular,2,feb,2,1,-1,0,unknown,no
2604,59,management,married,tertiary,no,3401.0,no,no,cellular,2,feb,1,1,-1,0,unknown,no
2605,59,entrepreneur,divorced,secondary,no,0.0,no,yes,cellular,2,feb,1,2,-1,0,unknown,no
2606,59,housemaid,married,primary,no,182.0,no,no,cellular,3,feb,2,1,-1,0,unknown,no
2607,59,technician,divorced,secondary,no,2735.0,no,no,cellular,3,feb,3,2,-1,0,unknown,no
2609,59,unemployed,divorced,secondary,no,44134.0,no,no,cellular,3,feb,1,1,-1,0,unknown,no
2610,59,retired,divorced,secondary,no,514.0,no,no,cellular,3,feb,4,1,-1,0,unknown,yes
2611,59,unknown,married,primary,no,282.0,no,no,cellular,3,feb,5,2,-1,0,unknown,no
2612,59,management,single,tertiary,no,705.0,no,no,cellular,3,feb,8,4,-1,0,unknown,no
2613,59,admin.,married,secondary,no,1089.0,no,no,telephone,3,feb,4,2,-1,0,unknown,no
2614,59,technician,married,secondary,no,1866.0,no,no,telephone,3,feb,4,2,215,1,other,no
2615,59,management,married,tertiary,no,5956.0,no,no,cellular,3,feb,9,1,-1,0,unknown,no
2616,59,retired,married,tertiary,no,941.0,no,yes,cellular,4,feb,3,1,210,1,failure,no
2617,59,unemployed,single,secondary,no,865.0,no,no,cellular,4,feb,18,1,-1,0,unknown,no
2618,59,management,divorced,tertiary,yes,0.0,no,no,cellular,4,feb,0,2,-1,0,unknown,no
2619,59,unemployed,married,secondary,no,4497.0,yes,no,cellular,4,feb,3,1,251,1,failure,no
2620,59,self-employed,married,tertiary,no,185.0,no,no,cellular,4,feb,4,1,-1,0,unknown,no
2621,59,unemployed,married,secondary,no,729.0,no,no,cellular,4,feb,1,1,-1,0,unknown,no
2622,59,blue-collar,married,primary,no,616.0,no,no,cellular,4,feb,4,3,215,2,other,no
2623,59,retired,divorced,secondary,no,479.0,no,no,cellular,4,feb,0,5,-1,0,unknown,no
2624,59,blue-collar,divorced,secondary,no,1774.0,no,yes,cellular,5,feb,0,9,-1,0,unknown,no
2625,59,retired,married,secondary,no,242.0,no,yes,cellular,5,feb,0,10,-1,0,unknown,no
2626,59,unemployed,married,primary,no,19102.0,no,no,cellular,5,feb,7,1,-1,0,unknown,no
2627,59,blue-collar,married,primary,no,99.0,yes,no,cellular,5,feb,0,1,261,3,failure,no
2629,59,unemployed,married,secondary,no,2740.0,no,no,cellular,5,feb,2,1,-1,0,unknown,no
2630,59,technician,married,secondary,no,2613.0,no,no,cellular,5,feb,1,1,-1,0,unknown,no
2631,59,technician,married,secondary,no,201.0,no,no,cellular,5,feb,0,1,8,7,other,no
2632,59,technician,married,unknown,no,0.0,no,no,cellular,5,feb,3,1,-1,0,unknown,no
2633,59,self-employed,single,primary,no,0.0,yes,no,telephone,5,feb,21,2,-1,0,unknown,no
2634,59,retired,married,primary,no,3000.0,no,yes,cellular,6,feb,0,1,-1,0,unknown,no
2635,59,retired,divorced,tertiary,no,3444.0,no,no,cellular,6,feb,4,2,-1,0,unknown,yes
2636,59,unemployed,married,secondary,no,1226.0,no,no,cellular,6,feb,4,3,-1,0,unknown,no
2637,59,services,married,secondary,no,968.0,no,no,cellular,9,feb,1,2,-1,0,unknown,no
2638,59,retired,married,primary,no,413.0,yes,yes,cellular,9,feb,1,5,-1,0,unknown,no
2639,59,blue-collar,married,primary,no,1723.0,no,no,cellular,10,feb,0,3,-1,0,unknown,no
2641,59,retired,married,secondary,no,26.0,no,no,cellular,18,feb,1,3,-1,0,unknown,no
2642,59,unemployed,married,secondary,no,1047.0,no,no,cellular,18,feb,1,3,-1,0,unknown,yes
2643,59,management,married,unknown,no,8674.0,no,no,cellular,5,mar,1,1,-1,0,unknown,no
2644,59,unemployed,married,secondary,no,0.0,no,no,cellular,11,mar,1,1,-1,0,unknown,no
2645,59,technician,married,secondary,no,259.0,no,no,cellular,18,mar,3,1,-1,0,unknown,yes
2646,59,admin.,married,secondary,no,3735.0,no,no,cellular,18,mar,3,4,121,2,failure,yes
2648,59,retired,married,secondary,no,1035.0,yes,yes,cellular,1,apr,2,2,239,1,failure,no
2649,59,blue-collar,married,secondary,no,135.0,yes,no,cellular,6,apr,3,1,-1,0,unknown,no
2650,59,services,married,primary,no,1562.0,yes,no,telephone,6,apr,7,2,270,1,other,no
2652,59,blue-collar,married,primary,no,11066.0,no,no,telephone,14,apr,1,6,-1,0,unknown,no
2653,59,technician,married,secondary,no,0.0,yes,no,cellular,14,apr,2,1,-1,0,unknown,no
2655,59,blue-collar,married,primary,no,3302.0,no,no,telephone,15,apr,1,2,-1,0,unknown,no
2656,59,management,divorced,tertiary,no,893.0,yes,no,cellular,16,apr,3,4,-1,0,unknown,no
2658,59,services,divorced,primary,no,6290.0,yes,no,cellular,17,apr,0,4,-1,0,unknown,no
2659,59,management,married,tertiary,no,82.0,yes,no,cellular,17,apr,5,4,-1,0,unknown,no
2660,59,admin.,single,secondary,no,-423.0,yes,yes,cellular,20,apr,1,1,-1,0,unknown,no
2661,59,services,married,primary,no,196.0,yes,no,telephone,20,apr,3,1,-1,0,unknown,no
2662,59,management,divorced,tertiary,no,258.0,yes,no,cellular,20,apr,0,1,173,1,success,no
2663,59,housemaid,divorced,tertiary,no,0.0,no,no,cellular,20,apr,6,1,332,2,other,no
2664,59,management,married,tertiary,no,0.0,yes,yes,cellular,20,apr,6,1,-1,0,unknown,yes
2665,59,management,married,tertiary,no,287.0,yes,no,cellular,20,apr,13,2,242,8,failure,no
2666,59,technician,married,secondary,no,10925.0,no,no,cellular,21,apr,1,1,-1,0,unknown,yes
2667,59,retired,married,secondary,no,1080.0,no,no,cellular,21,apr,10,2,-1,0,unknown,no
2668,59,blue-collar,married,primary,no,1939.0,no,no,cellular,23,apr,2,1,-1,0,unknown,yes
2669,59,retired,married,primary,no,363.0,no,no,cellular,30,apr,6,1,-1,0,unknown,yes
2670,59,retired,divorced,secondary,no,5583.0,yes,no,cellular,30,apr,12,1,-1,0,unknown,yes
